Code,Indicator Name,Long definition,Source,Topic,Periodicity,Statistical concept and methodology,Development relevance,Limitations and exceptions
IC.REG.STRT.BUS.DFRN,Score-Starting a business,"The score for starting a business is the simple average of the scores for each of the component indicators: the procedures, time and cost for an entrepreneur to start and formally operate a business, as well as the paid-in minimum capital requirement.","World Bank Group, Doing Business project (http://www.doingbusiness.org/).",Starting a business,Annual,"Data are collected by the World Bank Group with a standardized questionnaire that uses a simple business case to ensure comparability across economies and over time—with assumptions about the legal form of the business, its size, its location and nature of its operation. Questionnaires are administered to more than 13,800 local experts, including lawyers, business consultants, accountants, freight forwarders, government officials and other professionals routinely administering or advising on legal and regulatory requirements.

The Doing Business data are based on a detailed reading of domestic laws, regulations and administrative requirements as well as their implementation in practice as experienced by private firms. The report covers 190 economies—including some of the smallest and poorest economies, for which little or no data are available from other sources. The data are collected through several rounds of communication with expert respondents (both private sector practitioners and government officials), through responses to questionnaires, conference calls, written correspondence and visits by the team. Doing Business relies on four main sources of information: the relevant laws and regulations, Doing Business respondents, the governments of the economies covered and the World Bank Group regional staff.","Where the rules are excessively burdensome, resource-constrained entrepreneurs might not have the opportunity to turn their ideas into a business. More generally, making it difficult to start a business may prevent an economy and its private sector from reaping the benefits of business formalization. In fact, a growing body of empirical research shows a positive correlation between business entry regulations and social and economic outcomes. Economies with high levels of formal entrepreneurship also benefit from higher levels of employment and enhanced economic growth. Moreover, as more businesses formalize, the tax base expands, which enables governments to spend on productivity-enhancing areas and pursue other social and economic policy objectives. Conversely, economies with overly cumbersome regulations for starting a business are associated with higher levels of informality and corruption as well as a smaller tax base.","The Doing Business methodology has five limitations that should be considered when interpreting the data. First, for most economies the collected data refer to businesses in the largest business city and may not be representative of regulation in other parts of the economy. Second, the data often focus on a specific business form—generally a limited liability company (or its legal equivalent) of a specified size—and may not be representative of the regulation on other businesses. Third, transactions described in a standardized case scenario refer to a specific set of issues and may not represent the full set of issues that a business encounters. Fourth, the measures of time involve an element of judgment by the expert respondents. When sources indicate different estimates, the time indicators reported in Doing Business represent the median values of several responses given under the assumptions of the standardized case. Finally, the methodology assumes that a business has full information on what is required and does not waste time when completing procedures. In practice, completing a procedure may take longer if the business lacks information or is unable to follow up promptly. Alternatively, the business may choose to disregard some burdensome procedures. For both reasons the time delays reported in Doing Business would differ from the recollection of entrepreneurs reported in the World Bank Group Enterprise questionnaires or other firm-level questionnaires."
